Gene ID	Gene_NAME	Transcript ID	STRAND
493075	LRTM1_ENST00000493075	ENST00000493075.1	-1
543818	LRTM2	ENST00000543818.5	1
67520	LRTM2_ENST00000299194	ENST00000299194.5	1
535041	LRTM2_ENST00000535041	ENST00000535041.5	1
307198	LRTOMT	ENST00000307198.11	1
61293	LRTOMT_ENST00000289488	ENST00000289488.7	1
69330	LRTOMT_ENST00000324866	ENST00000324866.11	1
423494	LRTOMT_ENST00000423494	ENST00000423494.6	1
95641	LRTOMT_ENST00000435085	ENST00000435085.5	1
107293	LRTOMT_ENST00000447974	ENST00000447974.5	1
536917	LRTOMT_ENST00000536917	ENST00000536917.2	1
538413	LRTOMT_ENST00000538413	ENST00000538413.6	1
538478	LRTOMT_ENST00000538478	ENST00000538478.5	1
539271	LRTOMT_ENST00000539271	ENST00000539271.6	1
539587	LRTOMT_ENST00000539587	ENST00000539587.6	1
541614	LRTOMT_ENST00000541614	ENST00000541614.5	1
615940	LRTOMT_ENST00000615940	ENST00000615940.4	1
642510	LRTOMT_ENST00000642510	ENST00000642510.1	1
642648	LRTOMT_ENST00000642648	ENST00000642648.1	1
647530	LRTOMT_ENST00000647530	ENST00000647530.1	1
69371	LRWD1	ENST00000292616.9	1
626402	LRWD1_ENST00000626402	ENST00000626402.1	1
56886	LSAMP	ENST00000490035.6	-1
108069	LSAMP_ENST00000539563	ENST00000539563.5	-1
68878	LSG1	ENST00000265245.9	-1
59545	LSM1	ENST00000311351.8	-1
54725	LSM10	ENST00000315732.2	-1
58083	LSM11	ENST00000286307.5	1
591247	LSM12	ENST00000591247.5	-1
64047	LSM12_ENST00000293406	ENST00000293406.7	-1
585388	LSM12_ENST00000585388	ENST00000585388.1	-1
64871	LSM14A	ENST00000544216.7	1
107405	LSM14A_ENST00000433627	ENST00000433627.9	1
540746	LSM14A_ENST00000540746	ENST00000540746.6	1
86487	LSM14B	ENST00000279068.10	1
370915	LSM14B_ENST00000370915	ENST00000370915.5	1
520755	LSM1_ENST00000520755	ENST00000520755.5	-1
58400	LSM2	ENST00000375661.5	-1
56569	LSM3	ENST00000306024.3	1
593829	LSM4	ENST00000593829.5	-1
64820	LSM4_ENST00000252816	ENST00000252816.10	-1
59008	LSM5	ENST00000450169.6	-1
409292	LSM5_ENST00000409292	ENST00000409292.5	-1
409782	LSM5_ENST00000409782	ENST00000409782.5	-1
409909	LSM5_ENST00000409909	ENST00000409909.7	-1
409952	LSM5_ENST00000409952	ENST00000409952.3	-1
409987	LSM5_ENST00000409987	ENST00000409987.5	-1
410044	LSM5_ENST00000410044	ENST00000410044.5	-1
5178	LSM6	ENST00000296581.10	1
502781	LSM6_ENST00000502781	ENST00000502781.5	1
95193	LSM7	ENST00000252622.14	-1
585409	LSM7_ENST00000585409	ENST00000585409.2	-1
587502	LSM7_ENST00000587502	ENST00000587502.2	-1
59279	LSM8	ENST00000249299.6	1
422760	LSM8_ENST00000422760	ENST00000422760.1	1
424702	LSM8_ENST00000424702	ENST00000424702.1	1
59264	LSMEM1	ENST00000312849.4	1
439068	LSMEM1_ENST00000439068	ENST00000439068.6	1
56740	LSMEM2	ENST00000316436.3	1
381775	LSP1	ENST00000381775.5	1
94731	LSP1_ENST00000311604	ENST00000311604.7	1
67232	LSP1_ENST00000405957	ENST00000405957.6	1
406638	LSP1_ENST00000406638	ENST00000406638.6	1
612798	LSP1_ENST00000612798	ENST00000612798.4	1
621372	LSR	ENST00000621372.4	1
347609	LSR_ENST00000347609	ENST00000347609.8	1
354900	LSR_ENST00000354900	ENST00000354900.7	1
360798	LSR_ENST00000360798	ENST00000360798.7	1
64883	LSR_ENST00000361790	ENST00000361790.7	1
427250	LSR_ENST00000427250	ENST00000427250.5	1
602122	LSR_ENST00000602122	ENST00000602122.5	1
605618	LSR_ENST00000605618	ENST00000605618.5	1
65893	LSS	ENST00000397728.7	-1
356396	LSS_ENST00000356396	ENST00000356396.8	-1
457828	LSS_ENST00000457828	ENST00000457828.6	-1
522411	LSS_ENST00000522411	ENST00000522411.5	-1
376093	LST1	ENST00000376093.6	1
211921	LST1_ENST00000211921	ENST00000211921.11	1
303757	LST1_ENST00000303757	ENST00000303757.12	1
339530	LST1_ENST00000339530	ENST00000339530.8	1
376086	LST1_ENST00000376086	ENST00000376086.7	1
376089	LST1_ENST00000376089	ENST00000376089.6	1
376090	LST1_ENST00000376090	ENST00000376090.6	1
376092	LST1_ENST00000376092	ENST00000376092.7	1
376096	LST1_ENST00000376096	ENST00000376096.5	1
376099	LST1_ENST00000376099	ENST00000376099.5	1
376110	LST1_ENST00000376110	ENST00000376110.7	1
396101	LST1_ENST00000396101	ENST00000396101.7	1
418507	LST1_ENST00000418507	ENST00000418507.6	1
94612	LST1_ENST00000438075	ENST00000438075.6	1
58384	LTA	ENST00000454783.5	1
62031	LTA4H	ENST00000228740.6	-1
101735	LTA4H_ENST00000413268	ENST00000413268.6	-1
552789	LTA4H_ENST00000552789	ENST00000552789.5	-1
418386	LTA_ENST00000418386	ENST00000418386.2	1
58386	LTB	ENST00000429299.2	-1
396789	LTB4R	ENST00000396789.4	1
543919	LTB4R2	ENST00000543919.1	1
528054	LTB4R2_ENST00000528054	ENST00000528054.1	1
533293	LTB4R2_ENST00000533293	ENST00000533293.1	1
345363	LTB4R_ENST00000345363	ENST00000345363.7	1
62502	LTB4R_ENST00000396782	ENST00000396782.2	1
3947	LTBP1	ENST00000404816.6	1
402934	LTBP1_ENST00000402934	ENST00000402934.5	1
404525	LTBP1_ENST00000404525	ENST00000404525.5	1
99808	LTBP1_ENST00000407925	ENST00000407925.5	1
418533	LTBP1_ENST00000418533	ENST00000418533.6	1
62675	LTBP2	ENST00000261978.8	-1
556690	LTBP2_ENST00000556690	ENST00000556690.5	-1
107851	LTBP3	ENST00000301873.9	-1
61201	LTBP3_ENST00000322147	ENST00000322147.8	-1
529189	LTBP3_ENST00000529189	ENST00000529189.5	-1
530785	LTBP3_ENST00000530785	ENST00000530785.5	-1
532932	LTBP3_ENST00000532932	ENST00000532932.5	-1
90790	LTBP4	ENST00000308370.11	1
7194	LTBP4_ENST00000204005	ENST00000204005.13	1
107223	LTBP4_ENST00000396819	ENST00000396819.7	1
1449	LTBR	ENST00000228918.8	1
539925	LTBR_ENST00000539925	ENST00000539925.5	1
541102	LTBR_ENST00000541102	ENST00000541102.1	1
543190	LTBR_ENST00000543190	ENST00000543190.5	1
446745	LTB_ENST00000446745	ENST00000446745.2	-1
69131	LTC4S	ENST00000292596.14	1
401985	LTC4S_ENST00000401985	ENST00000401985.3	1
486713	LTC4S_ENST00000486713	ENST00000486713.1	1
68766	LTF	ENST00000231751.8	-1
417439	LTF_ENST00000417439	ENST00000417439.5	-1
426532	LTF_ENST00000426532	ENST00000426532.6	-1
91303	LTK	ENST00000263800.10	-1
250	LTK_ENST00000355166	ENST00000355166.9	-1
453182	LTK_ENST00000453182	ENST00000453182.2	-1
561619	LTK_ENST00000561619	ENST00000561619.5	-1
614971	LTN1	ENST00000614971.4	-1
68654	LTN1_ENST00000361371	ENST00000361371.9	-1
389194	LTN1_ENST00000389194	ENST00000389194.6	-1
389195	LTN1_ENST00000389195	ENST00000389195.6	-1
5758	LTO1	ENST00000279147.8	-1
535657	LTO1_ENST00000535657	ENST00000535657.5	-1
536870	LTO1_ENST00000536870	ENST00000536870.5	-1
538554	LTO1_ENST00000538554	ENST00000538554.6	-1
539414	LTO1_ENST00000539414	ENST00000539414.5	-1
542341	LTO1_ENST00000542341	ENST00000542341.1	-1
58806	LTV1	ENST00000367576.5	1
95973	LUC7L	ENST00000293872.12	-1
75608	LUC7L2	ENST00000354926.8	1
104867	LUC7L2_ENST00000263545	ENST00000263545.7	1
104866	LUC7L2_ENST00000541170	ENST00000541170.7	1
619796	LUC7L2_ENST00000619796	ENST00000619796.4	1
393227	LUC7L3	ENST00000393227.6	1
240304	LUC7L3_ENST00000240304	ENST00000240304.5	1
64137	LUC7L3_ENST00000505658	ENST00000505658.5	1
625349	LUC7L3_ENST00000625349	ENST00000625349.2	1
337351	LUC7L_ENST00000337351	ENST00000337351.8	-1
397780	LUC7L_ENST00000397780	ENST00000397780.5	-1
63144	LUC7L_ENST00000397783	ENST00000397783.5	-1
629543	LUC7L_ENST00000629543	ENST00000629543.2	-1
62014	LUM	ENST00000266718.4	-1
66860	LURAP1	ENST00000371980.3	1
5659	LURAP1L	ENST00000319264.3	1
302291	LUZP1	ENST00000302291.8	-1
314174	LUZP1_ENST00000314174	ENST00000314174.5	-1
418342	LUZP1_ENST00000418342	ENST00000418342.5	-1
67314	LUZP2	ENST00000336930.10	1
533227	LUZP2_ENST00000533227	ENST00000533227.5	1
620308	LUZP2_ENST00000620308	ENST00000620308.1	1
6359	LUZP4	ENST00000371920.3	1
107882	LUZP6	ENST00000589735.1	-1
57887	LVRN	ENST00000357872.8	1
105403	LVRN_ENST00000395528	ENST00000395528.6	1
57063	LXN	ENST00000264265.3	-1
59788	LY6D	ENST00000301263.4	-1
520466	LY6E	ENST00000520466.5	1
59792	LY6E_ENST00000292494	ENST00000292494.10	1
429120	LY6E_ENST00000429120	ENST00000429120.6	1
517503	LY6E_ENST00000517503	ENST00000517503.1	1
519546	LY6E_ENST00000519546	ENST00000519546.5	1
519611	LY6E_ENST00000519611	ENST00000519611.5	1
520531	LY6E_ENST00000520531	ENST00000520531.5	1
521003	LY6E_ENST00000521003	ENST00000521003.5	1
521182	LY6E_ENST00000521182	ENST00000521182.5	1
521699	LY6E_ENST00000521699	ENST00000521699.5	1
522024	LY6E_ENST00000522024	ENST00000522024.1	1
522528	LY6E_ENST00000522528	ENST00000522528.5	1
522971	LY6E_ENST00000522971	ENST00000522971.5	1
523847	LY6E_ENST00000523847	ENST00000523847.5	1
69176	LY6G5B	ENST00000375864.4	1
409525	LY6G5B_ENST00000409525	ENST00000409525.1	1
69177	LY6G5C	ENST00000383237.4	-1
58395	LY6G6C	ENST00000375819.2	-1
495859	LY6G6C_ENST00000495859	ENST00000495859.1	-1
69179	LY6G6D	ENST00000375825.7	1
105018	LY6G6E	ENST00000383418.8	-1
95110	LY6G6E_ENST00000409239	ENST00000409239.5	-1
69178	LY6G6F	ENST00000375832.4	1
503322	LY6G6F-LY6G6D	ENST00000503322.1	1
107229	LY6H	ENST00000414417.6	-1
342752	LY6H_ENST00000342752	ENST00000342752.8	-1
59794	LY6H_ENST00000430474	ENST00000430474.6	-1
615409	LY6H_ENST00000615409	ENST00000615409.1	-1
59783	LY6K	ENST00000292430.10	1
518841	LY6K_ENST00000518841	ENST00000518841.5	1
519387	LY6K_ENST00000519387	ENST00000519387.1	1
522591	LY6K_ENST00000522591	ENST00000522591.1	1
562505	LY6L	ENST00000562505.1	1
56227	LY75	ENST00000263636.4	-1
504764	LY75-CD302	ENST00000504764.5	-1
505052	LY75-CD302_ENST00000505052	ENST00000505052.1	-1
58205	LY86	ENST00000379953.6	1
230568	LY86_ENST00000230568	ENST00000230568.4	1
263285	LY9	ENST00000263285.10	1
59637	LY96	ENST00000284818.6	1
518893	LY96_ENST00000518893	ENST00000518893.1	1
368037	LY9_ENST00000368037	ENST00000368037.9	1
95910	LY9_ENST00000368039	ENST00000368039.2	1
392203	LY9_ENST00000392203	ENST00000392203.8	1
57227	LYAR	ENST00000343470.8	-1
452476	LYAR_ENST00000452476	ENST00000452476.5	-1
409448	LYG1	ENST00000409448.1	-1
56090	LYG1_ENST00000308528	ENST00000308528.8	-1
56089	LYG2	ENST00000333017.6	-1
409238	LYG2_ENST00000409238	ENST00000409238.5	-1
409679	LYG2_ENST00000409679	ENST00000409679.5	-1
423800	LYG2_ENST00000423800	ENST00000423800.5	-1
626374	LYG2_ENST00000626374	ENST00000626374.2	-1
6360	LYL1	ENST00000264824.4	-1
251	LYN	ENST00000519728.5	1
614491	LYNX1	ENST00000614491.1	-1
615007	LYNX1-SLURP2	ENST00000615007.4	-1
523332	LYNX1-SLURP2_ENST00000523332	ENST00000523332.5	-1
620006	LYNX1_ENST00000620006	ENST00000620006.4	-1
621401	LYNX1_ENST00000621401	ENST00000621401.4	-1
520220	LYN_ENST00000520220	ENST00000520220.6	1
75236	LYPD1	ENST00000397463.2	-1
345008	LYPD1_ENST00000345008	ENST00000345008.6	-1
59786	LYPD2	ENST00000359228.3	-1
65028	LYPD3	ENST00000244333.3	-1
609812	LYPD4	ENST00000609812.5	-1
343055	LYPD4_ENST00000343055	ENST00000343055.5	-1
601246	LYPD4_ENST00000601246	ENST00000601246.5	-1
99078	LYPD5	ENST00000377950.7	-1
65038	LYPD5_ENST00000414615	ENST00000414615.6	-1
594013	LYPD5_ENST00000594013	ENST00000594013.5	-1
334166	LYPD6	ENST00000334166.8	1
91935	LYPD6B	ENST00000409642.7	1
280115	LYPD6B_ENST00000280115	ENST00000280115.8	1
409029	LYPD6B_ENST00000409029	ENST00000409029.5	1
409876	LYPD6B_ENST00000409876	ENST00000409876.5	1
450639	LYPD6B_ENST00000450639	ENST00000450639.5	1
56205	LYPD6_ENST00000409381	ENST00000409381.5	1
106422	LYPD8	ENST00000590317.3	-1
59587	LYPLA1	ENST00000316963.7	-1
343231	LYPLA1_ENST00000343231	ENST00000343231.10	-1
522007	LYPLA1_ENST00000522007	ENST00000522007.5	-1
618741	LYPLA1_ENST00000618741	ENST00000618741.1	-1
618914	LYPLA1_ENST00000618914	ENST00000618914.4	-1
54594	LYPLA2	ENST00000374514.7	1
374501	LYPLA2_ENST00000374501	ENST00000374501.1	1
103291	LYPLA2_ENST00000374502	ENST00000374502.7	1
374503	LYPLA2_ENST00000374503	ENST00000374503.7	1
374505	LYPLA2_ENST00000374505	ENST00000374505.6	1
55656	LYPLAL1	ENST00000366928.9	1
366927	LYPLAL1_ENST00000366927	ENST00000366927.3	1
82064	LYRM1	ENST00000396052.3	1
63308	LYRM1_ENST00000219168	ENST00000219168.8	1
412082	LYRM1_ENST00000412082	ENST00000412082.6	1
439021	LYRM1_ENST00000439021	ENST00000439021.5	1
562740	LYRM1_ENST00000562740	ENST00000562740.5	1
567954	LYRM1_ENST00000567954	ENST00000567954.5	1
568663	LYRM1_ENST00000568663	ENST00000568663.5	1
569023	LYRM1_ENST00000569023	ENST00000569023.5	1
58660	LYRM2	ENST00000523377.1	-1
520318	LYRM2_ENST00000520318	ENST00000520318.1	-1
520441	LYRM2_ENST00000520441	ENST00000520441.5	-1
626778	LYRM2_ENST00000626778	ENST00000626778.2	-1
106925	LYRM4	ENST00000500576.4	-1
58201	LYRM4_ENST00000330636	ENST00000330636.8	-1
464010	LYRM4_ENST00000464010	ENST00000464010.5	-1
468929	LYRM4_ENST00000468929	ENST00000468929.5	-1
480566	LYRM4_ENST00000480566	ENST00000480566.5	-1
57910	LYRM7	ENST00000379380.8	1
507584	LYRM7_ENST00000507584	ENST00000507584.1	1
510516	LYRM7_ENST00000510516	ENST00000510516.5	1
379103	LYRM9	ENST00000379103.7	-1
94473	LYRM9_ENST00000379102	ENST00000379102.7	-1
460380	LYRM9_ENST00000460380	ENST00000460380.6	-1
503642	LYRM9_ENST00000503642	ENST00000503642.1	-1
508862	LYRM9_ENST00000508862	ENST00000508862.5	-1
55191	LYSMD1	ENST00000368908.9	-1
108119	LYSMD1_ENST00000440902	ENST00000440902.2	-1
62930	LYSMD2	ENST00000267838.6	-1
454181	LYSMD2_ENST00000454181	ENST00000454181.6	-1
558126	LYSMD2_ENST00000558126	ENST00000558126.1	-1
560491	LYSMD2_ENST00000560491	ENST00000560491.2	-1
75471	LYSMD3	ENST00000315948.10	-1
500869	LYSMD3_ENST00000500869	ENST00000500869.6	-1
509384	LYSMD3_ENST00000509384	ENST00000509384.5	-1
63128	LYSMD4	ENST00000344791.6	-1
107024	LYSMD4_ENST00000332728	ENST00000332728.8	-1
101714	LYSMD4_ENST00000378904	ENST00000378904.4	-1
409796	LYSMD4_ENST00000409796	ENST00000409796.5	-1
545021	LYSMD4_ENST00000545021	ENST00000545021.2	-1
67059	LYST	ENST00000389793.6	-1
389794	LYST_ENST00000389794	ENST00000389794.7	-1
60936	LYVE1	ENST00000256178.7	-1
529598	LYVE1_ENST00000529598	ENST00000529598.1	-1
5735	LYZ	ENST00000261267.6	1
67142	LYZL1	ENST00000375500.7	1
60427	LYZL2	ENST00000375318.3	-1
56639	LYZL4	ENST00000287748.7	-1
441172	LYZL4_ENST00000441172	ENST00000441172.1	-1
615905	LYZL6	ENST00000615905.4	-1
618542	LYZL6_ENST00000618542	ENST00000618542.4	-1
548839	LYZ_ENST00000548839	ENST00000548839.1	1
549690	LYZ_ENST00000549690	ENST00000549690.1	1
377223	LZIC	ENST00000377223.5	-1
54476	LZIC_ENST00000377213	ENST00000377213.1	-1
400903	LZIC_ENST00000400903	ENST00000400903.6	-1
56669	LZTFL1	ENST00000296135.10	-1
536047	LZTFL1_ENST00000536047	ENST00000536047.5	-1
94116	LZTFL1_ENST00000539217	ENST00000539217.5	-1
68690	LZTR1	ENST00000215739.12	1
646124	LZTR1_ENST00000646124	ENST00000646124.1	1
59475	LZTS1	ENST00000381569.5	-1
265801	LZTS1_ENST00000265801	ENST00000265801.6	-1
522290	LZTS1_ENST00000522290	ENST00000522290.5	-1
616228	LZTS1_ENST00000616228	ENST00000616228.1	-1
60697	LZTS2	ENST00000370220.1	1
370223	LZTS2_ENST00000370223	ENST00000370223.7	1
360342	LZTS3	ENST00000360342.7	-1
65387	LZTS3_ENST00000329152	ENST00000329152.7	-1
337576	LZTS3_ENST00000337576	ENST00000337576.6	-1
645462	LZTS3_ENST00000645462	ENST00000645462.1	-1
68486	M1AP	ENST00000290536.9	-1
409585	M1AP_ENST00000409585	ENST00000409585.5	-1
536235	M1AP_ENST00000536235	ENST00000536235.5	-1
61633	M6PR	ENST00000000412.7	-1
536844	M6PR_ENST00000536844	ENST00000536844.5	-1
56898	MAATS1	ENST00000273390.9	1
104671	MAATS1_ENST00000463700	ENST00000463700.1	1
62271	MAB21L1	ENST00000379919.5	-1
57582	MAB21L2	ENST00000317605.5	1
55111	MAB21L3	ENST00000369500.3	1
75273	MAB21L4	ENST00000388934.4	-1
106571	MAB21L4_ENST00000307486	ENST00000307486.12	-1
402775	MAB21L4_ENST00000402775	ENST00000402775.6	-1
400331	MACC1	ENST00000400331.9	-1
58945	MACC1_ENST00000332878	ENST00000332878.8	-1
589011	MACC1_ENST00000589011	ENST00000589011.1	-1
90274	MACF1	ENST00000361689.6	1
289893	MACF1_ENST00000289893	ENST00000289893.8	1
372915	MACF1_ENST00000372915	ENST00000372915.7	1
484793	MACF1_ENST00000484793	ENST00000484793.5	1
564288	MACF1_ENST00000564288	ENST00000564288.5	1
567887	MACF1_ENST00000567887	ENST00000567887.5	1
602421	MACF1_ENST00000602421	ENST00000602421.5	1
641012	MACF1_ENST00000641012	ENST00000641012.1	1
66822	MACO1	ENST00000374343.4	1
399766	MACO1_ENST00000399766	ENST00000399766.7	1
61161	MACROD1	ENST00000255681.6	-1
82180	MACROD2	ENST00000217246.8	1
68612	MACROD2_ENST00000378058	ENST00000378058.7	1
402914	MACROD2_ENST00000402914	ENST00000402914.5	1
407045	MACROD2_ENST00000407045	ENST00000407045.3	1
642719	MACROD2_ENST00000642719	ENST00000642719.1	1
406869	MAD1L1	ENST00000406869.5	-1
265854	MAD1L1_ENST00000265854	ENST00000265854.11	-1
399654	MAD1L1_ENST00000399654	ENST00000399654.6	-1
402746	MAD1L1_ENST00000402746	ENST00000402746.5	-1
730	MAD2L1	ENST00000296509.10	-1
108064	MAD2L1BP	ENST00000451025.6	1
58553	MAD2L1BP_ENST00000372171	ENST00000372171.4	1
235310	MAD2L2	ENST00000235310.7	-1
376667	MAD2L2_ENST00000376667	ENST00000376667.7	-1
376669	MAD2L2_ENST00000376669	ENST00000376669.9	-1
103413	MAD2L2_ENST00000376672	ENST00000376672.5	-1
731	MAD2L2_ENST00000376692	ENST00000376692.8	-1
64506	MADCAM1	ENST00000215637.7	1
346144	MADCAM1_ENST00000346144	ENST00000346144.8	1
382683	MADCAM1_ENST00000382683	ENST00000382683.8	1
587541	MADCAM1_ENST00000587541	ENST00000587541.5	1
613880	MADCAM1_ENST00000613880	ENST00000613880.4	1
617201	MADCAM1_ENST00000617201	ENST00000617201.4	1
619333	MADCAM1_ENST00000619333	ENST00000619333.4	1
621286	MADCAM1_ENST00000621286	ENST00000621286.1	1
622462	MADCAM1_ENST00000622462	ENST00000622462.4	1
3948	MADD	ENST00000311027.9	1
342922	MADD_ENST00000342922	ENST00000342922.8	1
349238	MADD_ENST00000349238	ENST00000349238.7	1
395336	MADD_ENST00000395336	ENST00000395336.7	1
395344	MADD_ENST00000395344	ENST00000395344.7	1
402192	MADD_ENST00000402192	ENST00000402192.6	1
402799	MADD_ENST00000402799	ENST00000402799.5	1
405573	MADD_ENST00000405573	ENST00000405573.2	1
406482	MADD_ENST00000406482	ENST00000406482.5	1
407859	MADD_ENST00000407859	ENST00000407859.7	1
68889	MAEA	ENST00000303400.8	1
264750	MAEA_ENST00000264750	ENST00000264750.10	1
505177	MAEA_ENST00000505177	ENST00000505177.6	1
505839	MAEA_ENST00000505839	ENST00000505839.1	1
510794	MAEA_ENST00000510794	ENST00000510794.5	1
514708	MAEA_ENST00000514708	ENST00000514708.5	1
55428	MAEL	ENST00000367872.8	1
367870	MAEL_ENST00000367870	ENST00000367870.6	1
622874	MAEL_ENST00000622874	ENST00000622874.4	1
5559	MAF	ENST00000326043.4	-1
59809	MAF1	ENST00000322428.9	1
532522	MAF1_ENST00000532522	ENST00000532522.5	1
534585	MAF1_ENST00000534585	ENST00000534585.5	1
69503	MAFA	ENST00000333480.2	-1
5560	MAFB	ENST00000373313.2	-1
5561	MAFF	ENST00000338483.6	1
407965	MAFF_ENST00000407965	ENST00000407965.1	1
426621	MAFF_ENST00000426621	ENST00000426621.6	1
538320	MAFF_ENST00000538320	ENST00000538320.5	1
538999	MAFF_ENST00000538999	ENST00000538999.1	1
5562	MAFG	ENST00000357736.8	-1
392366	MAFG_ENST00000392366	ENST00000392366.7	-1
5563	MAFK	ENST00000343242.8	1
393350	MAF_ENST00000393350	ENST00000393350.1	-1
569649	MAF_ENST00000569649	ENST00000569649.1	-1
92475	MAG	ENST00000392213.7	1
6361	MAGEA1	ENST00000356661.6	1
244096	MAGEA10	ENST00000244096.7	-1
6362	MAGEA10_ENST00000370323	ENST00000370323.8	-1
6363	MAGEA11	ENST00000355220.5	1
107070	MAGEA11_ENST00000333104	ENST00000333104.8	1
393869	MAGEA12	ENST00000393869.7	1
6880	MAGEA12_ENST00000357916	ENST00000357916.8	1
393900	MAGEA12_ENST00000393900	ENST00000393900.4	1
623806	MAGEA2	ENST00000623806.3	-1
331220	MAGEA2B	ENST00000331220.6	1
75759	MAGEA2B_ENST00000370293	ENST00000370293.6	1
595583	MAGEA2_ENST00000595583	ENST00000595583.5	-1
598543	MAGEA2_ENST00000598543	ENST00000598543.5	-1
611557	MAGEA2_ENST00000611557	ENST00000611557.4	-1
611674	MAGEA2_ENST00000611674	ENST00000611674.4	-1
620710	MAGEA2_ENST00000620710	ENST00000620710.4	-1
623438	MAGEA2_ENST00000623438	ENST00000623438.3	-1
598245	MAGEA3	ENST00000598245.2	1
66699	MAGEA3_ENST00000370278	ENST00000370278.3	1
360243	MAGEA4	ENST00000360243.6	1
6364	MAGEA4_ENST00000276344	ENST00000276344.6	1
370335	MAGEA4_ENST00000370335	ENST00000370335.5	1
370340	MAGEA4_ENST00000370340	ENST00000370340.7	1
393920	MAGEA4_ENST00000393920	ENST00000393920.5	1
393921	MAGEA4_ENST00000393921	ENST00000393921.5	1
616035	MAGEA6	ENST00000616035.4	-1
66695	MAGEA6_ENST00000329342	ENST00000329342.9	-1
6366	MAGEA8	ENST00000535454.5	1
286482	MAGEA8_ENST00000286482	ENST00000286482.5	1
542674	MAGEA8_ENST00000542674	ENST00000542674.5	1
69754	MAGEA9	ENST00000243314.5	1
595065	MAGEA9B	ENST00000595065.5	-1
6367	MAGEB1	ENST00000378981.7	1
6835	MAGEB10	ENST00000356790.2	1
614159	MAGEB10_ENST00000614159	ENST00000614159.1	1
399989	MAGEB16	ENST00000399989.5	1
399985	MAGEB16_ENST00000399985	ENST00000399985.1	1
399987	MAGEB16_ENST00000399987	ENST00000399987.5	1
399988	MAGEB16_ENST00000399988	ENST00000399988.5	1
105003	MAGEB16_ENST00000399992	ENST00000399992.5	1
95587	MAGEB17	ENST00000400004.6	1
400003	MAGEB17_ENST00000400003	ENST00000400003.1	1
6369	MAGEB18	ENST00000325250.1	1
397548	MAGEB1_ENST00000397548	ENST00000397548.2	1
397550	MAGEB1_ENST00000397550	ENST00000397550.5	1
6370	MAGEB2	ENST00000378988.4	1
361644	MAGEB3	ENST00000361644.3	1
620842	MAGEB3_ENST00000620842	ENST00000620842.1	1
6372	MAGEB4	ENST00000378982.3	1
602297	MAGEB5	ENST00000602297.1	1
6374	MAGEB6	ENST00000379034.1	1
416929	MAGEB6B	ENST00000416929.2	1
6376	MAGEC1	ENST00000285879.4	1
406005	MAGEC1_ENST00000406005	ENST00000406005.2	1
6377	MAGEC2	ENST00000247452.3	-1
6378	MAGEC3	ENST00000298296.1	1
409007	MAGEC3_ENST00000409007	ENST00000409007.1	1
443323	MAGEC3_ENST00000443323	ENST00000443323.2	1
91583	MAGEC3_ENST00000544766	ENST00000544766.5	1
6379	MAGED1	ENST00000375695.2	1
326587	MAGED1_ENST00000326587	ENST00000326587.11	1
375722	MAGED1_ENST00000375722	ENST00000375722.5	1
375772	MAGED1_ENST00000375772	ENST00000375772.7	1
6380	MAGED2	ENST00000375068.5	1
218439	MAGED2_ENST00000218439	ENST00000218439.8	1
347546	MAGED2_ENST00000347546	ENST00000347546.8	1
375053	MAGED2_ENST00000375053	ENST00000375053.6	1
375058	MAGED2_ENST00000375058	ENST00000375058.5	1
375060	MAGED2_ENST00000375060	ENST00000375060.5	1
396224	MAGED2_ENST00000396224	ENST00000396224.1	1
627068	MAGED2_ENST00000627068	ENST00000627068.2	1
599522	MAGED4	ENST00000599522.6	1
485287	MAGED4B	ENST00000485287.5	-1
66398	MAGED4B_ENST00000335504	ENST00000335504.9	-1
360134	MAGED4B_ENST00000360134	ENST00000360134.10	-1
497164	MAGED4B_ENST00000497164	ENST00000497164.5	-1
99780	MAGED4_ENST00000375626	ENST00000375626.7	1
6381	MAGEE1	ENST00000361470.3	1
6382	MAGEE2	ENST00000373359.3	-1
57138	MAGEF1	ENST00000317897.4	-1
6383	MAGEH1	ENST00000342972.2	1
92020	MAGEL2	ENST00000532292.2	-1
85739	MAGI1	ENST00000402939.6	-1
99517	MAGI1_ENST00000330909	ENST00000330909.12	-1
3949	MAGI1_ENST00000483466	ENST00000483466.5	-1
497477	MAGI1_ENST00000497477	ENST00000497477.6	-1
611645	MAGI1_ENST00000611645	ENST00000611645.4	-1
621418	MAGI1_ENST00000621418	ENST00000621418.4	-1
59123	MAGI2	ENST00000354212.8	-1
419488	MAGI2_ENST00000419488	ENST00000419488.5	-1
519748	MAGI2_ENST00000519748	ENST00000519748.5	-1
522391	MAGI2_ENST00000522391	ENST00000522391.3	-1
105551	MAGI2_ENST00000535697	ENST00000535697.5	-1
626691	MAGI2_ENST00000626691	ENST00000626691.2	-1
628781	MAGI2_ENST00000628781	ENST00000628781.1	-1
628980	MAGI2_ENST00000628980	ENST00000628980.2	-1
629359	MAGI2_ENST00000629359	ENST00000629359.2	-1
630991	MAGI2_ENST00000630991	ENST00000630991.2	-1
636039	MAGI2_ENST00000636039	ENST00000636039.1	-1
637282	MAGI2_ENST00000637282	ENST00000637282.1	-1
637441	MAGI2_ENST00000637441	ENST00000637441.1	-1
94732	MAGI3	ENST00000307546.13	1
369611	MAGI3_ENST00000369611	ENST00000369611.4	1
